1	29 
2	20 
3	11 
4	16 
5	23 
6	10 
7	19 
8	5 
9	10 
10	10 
11	20 
12	22 
13	30 
14	20 
15	25 
16	20 
17	9 
18	22 
19	29 
20	13 
21	4 
22	23 
23	10 
24	23 
25	9 
26	32 
27	5 
28	11 
29	3 
30	22 
31	32 
32	24 
33	25 
34	18 
35	24 
36	10 
37	9 
38	13 
39	28 
40	11 
41	27 
42	7 
43	22 
44	34 
45	10 
46	29 
47	23 
48	12 
49	21 
50	29 
51	4 
52	1 
53	14 
54	13 
55	8 
56	15 
57	23 
58	32 
59	10 
60	31 
61	25 
62	22 
63	23 
64	4 
65	3 
66	22 
67	34 
68	27 
69	9 
70	26 
71	8 
72	19 
73	23 
74	24 
75	6 
76	23 
77	20 
78	5 
79	26 
80	29 
81	21 
82	3 
83	31 
84	19 
85	1 
86	6 
87	22 
88	4 
89	8 
90	32 
91	20 
92	24 
93	27 
94	29 
95	16 
96	31 
97	16 
98	25 
99	31 
100	21 
101	27 
102	16 
103	13 
104	32 
105	9 
106	12 
107	23 
108	32 
109	1 
110	10 
111	12 
112	5 
113	13 
114	24 
115	15 
116	29 
117	22 
118	6 
119	33 
120	19 
121	1 
122	32 
123	23 
124	33 
125	13 
126	21 
127	12 
128	17 
129	23 
130	25 
131	15 
132	12 
133	22 
134	16 
135	25 
136	31 
137	20 
138	13 
139	20 
140	29 
141	9 
142	17 
143	30 
144	8 
145	3 
146	22 
147	1 
148	27 
149	9 
150	16 
151	4 
152	13 
153	3 
154	10 
155	18 
156	8 
157	22 
158	15 
159	30 
160	20 
161	5 
162	28 
163	12 
164	22 
165	30 
166	13 
167	14 
168	17 
169	22 
170	29 
171	5 
172	32 
173	10 
174	18 
175	3 
176	15 
177	4 
178	19 
179	19 
180	28 
181	16 
182	5 
183	32 
184	16 
185	28 
186	5 
187	14 
188	10 
189	4 
190	31 
191	16 
192	4 
193	24 
194	17 
195	25 
196	2 
197	19 
198	20 
199	6 
200	24 
201	16 
202	10 
203	34 
204	17 
205	10 
206	20 
207	13 
208	6 
209	11 
210	4 
211	32 
212	17 
213	3 
214	32 
215	4 
216	9 
217	5 
218	5 
219	4 
220	4 
221	21 
222	16 
223	32 
224	27 
225	4 
226	34 
227	4 
228	4 
229	31 
230	7 
231	26 
232	31 
233	31 
234	5 
235	11 
236	28 
237	16 
238	10 
239	12 
240	18 
241	27 
242	32 
243	29 
244	24 
245	10 
246	16 
247	13 
248	14 
249	31 
250	14 
251	12 
252	4 
253	4 
254	7 
255	8 
256	14 
257	13 
258	13 
259	24 
260	9 
261	17 
262	32 
263	9 
264	10 
265	21 
266	11 
267	31 
268	33 
269	28 
270	27 
271	2 
272	1 
273	24 
274	25 
275	1 
276	28 
277	5 
278	13 
279	34 
280	33 
281	23 
282	21 
283	32 
284	22 
285	27 
286	8 
287	20 
288	33 
289	4 
290	1 
291	27 
292	19 
293	21 
294	30 
295	14 
296	34 
297	9 
298	25 
299	15 
300	17 
301	34 
302	26 
303	32 
304	25 
305	19 
306	6 
307	4 
308	9 
309	23 
310	6 
311	18 
312	25 
313	31 
314	11 
315	1 
316	5 
317	25 
318	22 
319	32 
320	16 
321	22 
322	16 
323	12 
324	8 
325	13 
326	32 
327	34 
328	32 
329	7 
330	31 
331	9 
332	21 
333	20 
334	11 
335	27 
336	1 
337	18 
338	25 
339	28 
340	7 
341	6 
342	3 
343	24 
344	25 
345	26 
346	19 
347	18 
348	26 
349	31 
350	15 
351	32 
352	21 
353	15 
354	16 
355	15 
356	21 
357	22 
358	13 
359	30 
360	26 
361	29 
362	19 
363	12 
364	4 
365	5 
366	27 
367	17 
368	32 
369	7 
370	3 
371	5 
372	2 
373	27 
374	30 
375	17 
376	22 
377	1 
378	22 
379	4 
380	11 
381	33 
382	12 
383	29 
384	32 
385	5 
386	1 
387	12 
388	29 
389	6 
390	12 
391	12 
392	24 
393	7 
394	24 
395	22 
396	7 
397	18 
398	9 
399	34 
400	6 
401	16 
402	23 
403	6 
404	16 
405	20 
406	28 
407	1 
408	26 
409	12 
410	10 
411	19 
412	24 
413	24 
414	11 
415	26 
416	22 
417	1 
418	13 
419	18 
420	19 
421	5 
422	32 
423	3 
424	25 
425	9 
426	15 
427	13 
428	5 
429	34 
430	28 
431	19 
432	4 
433	13 
434	26 
435	14 
436	29 
437	4 
438	26 
439	20 
440	10 
441	13 
442	19 
443	19 
444	15 
445	17 
446	5 
447	14 
448	4 
449	32 
450	13 
451	16 
452	10 
453	25 
454	5 
455	16 
456	19 
457	31 
458	30 
459	13 
460	23 
461	28 
462	25 
463	19 
464	15 
465	31 
466	7 
467	12 
468	9 
469	3 
470	6 
471	27 
472	16 
473	2 
474	23 
475	33 
476	34 
477	16 
478	12 
479	17 
480	29 
481	8 
482	17 
483	31 
484	4 
485	5 
486	20 
487	27 
488	15 
489	17 
490	26 
491	18 
492	5 
493	24 
494	16 
495	27 
496	13 
497	28 
498	16 
499	25 
500	14 
501	21 
502	4 
503	2 
504	4 
505	24 
506	26 
507	9 
508	5 
509	16 
510	13 
511	31 
512	17 
513	1 
514	28 
515	9 
516	23 
517	1 
518	10 
519	12 
520	23 
521	1 
522	23 
523	4 
524	19 
525	8 
526	31 
527	7 
528	27 
529	27 
530	5 
531	2 
532	12 
533	30 
534	29 
535	20 
536	25 
537	33 
538	11 
539	32 
540	5 
541	17 
542	5 
543	5 
544	32 
545	16 
546	14 
547	24 
548	3 
549	19 
550	12 
551	10 
552	11 
553	16 
554	14 
555	8 
556	22 
557	19 
558	23 
559	27 
560	11 
561	26 
562	12 
563	6 
564	17 
565	21 
566	24 
567	16 
568	10 
569	4 
570	4 
571	34 
572	23 
573	13 
574	1 
575	24 
576	4 
577	17 
578	13 
579	5 
580	8 
581	17 
582	3 
583	12 
584	28 
585	7 
586	19 
587	27 
588	23 
589	31 
590	10 
591	9 
592	22 
593	9 
594	25 
595	17 
596	10 
597	5 
598	12 
599	19 
600	27 
601	31 
602	24 
603	29 
604	26 
605	2 
606	10 
607	25 
608	2 
609	27 
610	18 
611	3 
612	24 
613	10 
614	1 
615	13 
616	23 
617	5 
618	4 
619	20 
620	12 
621	34 
622	33 
623	22 
624	12 
625	4 
626	16 
627	4 
628	34 
629	10 
630	9 
631	9 
632	10 
633	24 
634	32 
635	17 
636	34 
637	29 
638	26 
639	24 
640	34 
641	18 
642	20 
643	31 
644	5 
645	23 
646	24 
647	2 
648	28 
649	27 
650	30 
651	31 
652	16 
653	28 
654	4 
655	5 
656	34 
657	18 
658	18 
659	25 
660	5 
661	26 
662	12 
663	26 
664	8 
665	7 
666	27 
667	10 
668	13 
669	31 
670	33 
671	23 
672	24 
673	1 
674	30 
675	3 
676	7 
677	17 
678	10 
679	5 
680	13 
681	19 
682	15 
683	33 
684	31 
685	12 
686	14 
687	31 
688	30 
689	25 
690	5 
691	31 
692	33 
693	23 
694	13 
695	21 
696	30 
697	10 
698	7 
699	26 
700	16 
701	13 
702	32 
703	27 
704	23 
705	33 
706	4 
707	13 
708	31 
709	16 
710	10 
711	17 
712	16 
713	13 
714	31 
715	24 
716	15 
717	23 
718	26 
719	19 
720	7 
721	26 
722	10 
723	34 
724	10 
725	18 
726	25 
727	33 
728	19 
729	34 
730	28 
731	27 
732	33 
733	12 
734	19 
735	17 
736	24 
737	19 
738	32 
739	5 
740	21 
741	1 
742	32 
743	3 
744	13 
745	4 
746	13 
747	31 
748	16 
749	19 
750	19 
751	31 
752	30 
753	24 
754	23 
755	7 
756	19 
757	32 
758	12 
759	16 
760	1 
761	7 
762	13 
763	34 
764	13 
765	22 
766	24 
767	23 
768	12 
769	17 
770	23 
771	25 
772	10 
773	28 
774	13 
775	33 
776	19 
777	10 
778	5 
779	26 
780	9 
781	22 
782	2 
783	21 
784	31 
785	12 
786	28 
787	4 
788	16 
789	30 
790	15 
791	2 
792	12 
793	18 
794	32 
795	19 
796	10 
797	16 
798	27 
799	10 
800	4 
801	9 
802	5 
803	20 
804	33 
805	3 
806	33 
807	26 
808	27 
809	17 
810	16 
811	10 
812	29 
813	20 
814	22 
815	31 
816	10 
817	12 
818	19 
819	23 
820	28 
821	26 
822	25 
823	2 
824	13 
825	4 
826	3 
827	17 
828	24 
829	16 
830	23 
831	31 
832	22 
833	14 
834	22 
835	27 
836	16 
837	26 
838	32 
839	3 
840	26 
841	14 
842	26 
843	9 
844	16 
845	26 
846	26 
847	26 
848	21 
849	12 
850	26 
851	2 
852	4 
853	22 
854	19 
855	20 
856	27 
857	4 
858	4 
859	29 
860	12 
861	7 
862	21 
863	13 
864	19 
865	32 
866	22 
867	16 
868	21 
869	33 
870	29 
871	19 
872	2 
873	31 
874	15 
875	30 
876	29 
877	24 
878	24 
879	9 
880	5 
881	12 
882	13 
883	12 
884	32 
885	26 
886	13 
887	24 
888	26 
889	5 
890	10 
891	2 
892	31 
893	25 
894	30 
895	31 
896	5 
897	27 
898	20 
899	26 
900	12 
901	33 
902	5 
903	23 
904	5 
905	34 
906	16 
907	9 
908	20 
909	32 
910	5 
911	29 
912	3 
913	18 
914	24 
915	19 
916	10 
917	22 
918	22 
919	25 
920	16 
921	34 
922	24 
923	20 
924	17 
925	26 
926	12 
927	32 
928	9 
929	29 
930	12 
931	22 
932	31 
933	16 
934	10 
935	16 
936	28 
937	18 
938	19 
939	19 
940	29 
941	27 
942	13 
943	31 
944	31 
945	23 
