degree distribution (probability density function of the degree in logarithmic bins) 
13.9254	0.0792257
17.3383	0.0519383
21.3618	0.0285441
26.3311	0.0220966
32.7138	0.0141263
40.3219	0.00822276
49.178	0.00544611
59.8766	0.00382985
73.3047	0.00255158
90.3127	0.00175015

degree distribution (degree-occurrences) 
13	0.0881
14	0.0743
15	0.0707
16	0.0559
17	0.0498
18	0.0441
19	0.0376
20	0.0355
21	0.0345
22	0.0314
23	0.0249
24	0.0232
25	0.022
26	0.0205
27	0.0179
28	0.0187
29	0.0176
30	0.0165
31	0.0158
32	0.014
33	0.0122
34	0.013
35	0.0123
36	0.0102
37	0.009
38	0.0086
39	0.0105
40	0.0083
41	0.0085
42	0.0064
43	0.0082
44	0.0076
45	0.006
46	0.0075
47	0.0058
48	0.0054
49	0.0056
50	0.0043
51	0.005
52	0.0044
53	0.0068
54	0.0037
55	0.005
56	0.0051
57	0.0036
58	0.0052
59	0.0052
60	0.0033
61	0.004
62	0.0036
63	0.0022
64	0.0037
65	0.0032
66	0.0029
67	0.0029
68	0.0031
69	0.0041
70	0.0028
71	0.0018
72	0.0029
73	0.0034
74	0.0021
75	0.0025
76	0.0023
77	0.0023
78	0.002
79	0.0026
80	0.0017
81	0.0019
82	0.0026
83	0.0016
84	0.002
85	0.002
86	0.0012
87	0.0034
88	0.0014
89	0.0017
90	0.0013
91	0.0015
92	0.0017
93	0.0011
94	0.0013
95	0.0015
96	0.0015
97	0.0023
98	0.0017
99	0.001
100	0.0015


--------------------------------------
community distribution (size-occurrences)
102	0.0185185
104	0.037037
105	0.0185185
112	0.037037
113	0.0185185
120	0.0185185
122	0.0185185
128	0.0185185
132	0.0185185
135	0.0185185
136	0.0185185
138	0.0185185
142	0.0185185
150	0.0185185
157	0.0185185
158	0.0185185
161	0.0185185
162	0.0185185
163	0.0185185
167	0.0185185
171	0.0185185
172	0.0185185
173	0.0185185
175	0.0185185
178	0.0185185
180	0.037037
183	0.0185185
191	0.0185185
193	0.037037
196	0.0185185
201	0.0185185
214	0.0185185
215	0.0185185
220	0.037037
235	0.0185185
237	0.0185185
240	0.0555556
244	0.0185185
246	0.0185185
247	0.037037
250	0.0185185
266	0.0185185
267	0.0185185
269	0.0185185
294	0.0185185
300	0.0185185


--------------------------------------
mixing parameter
0.285714	0.0002
0.3125	0.0001
0.356204	0.041
0.367606	0.0258
0.38132	0.1729
0.391933	0.1813
0.403905	0.3856
0.418412	0.0791
0.429124	0.0674
0.439075	0.0291
0.461497	0.0168
0.467974	0.0003
0.5	0.0003
0.538462	0.0001

--------------------------------------
